subject, run, tests, empirical, laplace, localgt, reset1, reset10, b1, f1, f2, f3, f4, v1, v2, v3, v4
zlib, 5, 51200, 59,  99, 487, 2934, 101, 33,  3, 0, 0, 0,  15, 6, 6, 2
zlib, 5, 102400, 44,  91, 295, 5372, 816, 7,  4, 0, 0, 0,  47, 11, 8, 4
zlib, 5, 204800, 97,  96, 233, 590, 75, 7,  0, 0, 1, 0,  28, 2, 3, 6
zlib, 5, 409600, 51,  104, 180, 227, 73, 10,  0, 0, 1, 0,  6, 1, 3, 6
zlib, 5, 819200, 81,  112, 211, 494, 20, 7,  0, 0, 0, 0,  6, 3, 2, 8
zlib, 5, 1638400, 27,  122, 190, 270, 28, 5,  0, 0, 0, 0,  3, 1, 1, 3
zlib, 5, 3276800, 42,  125, 209, 1881, 24, 5,  0, 0, 0, 0,  18, 1, 1, 0
zlib, 5, 6553600, 36,  127, 254, 9, 10, 2,  0, 0, 0, 0,  5, 1, 1, 0
zlib, 5, 13107200, 12,  137, 317, 54, 18, 4,  0, 0, 0, 0,  4, 2, 1, 3
zlib, 5, 26214400, 48,  144, 422, 21, 6, 3,  0, 0, 0, 0,  0, 1, 0, 1
zlib, 5, 52428800, 73,  159, 727, 181, 43, 8,  0, 0, 0, 0,  0, 0, 1, 2
zlib, 5, 104857600, 24,  171, 535, 23, 47, 8,  0, 0, 0, 0,  1, 0, 0, 0
zlib, 5, 209715200, 18,  169, 579, 7, 19, 10,  0, 0, 0, 0,  0, 1, 0, 1
zlib, 5, 419430400, 30,  190, 715, 5430, 2734, 2,  0, 0, 0, 0,  0, 8, 1, 0
zlib, 5, 838860800, 0,  200, 1239, 81, 13, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 100, 0,  1, 2, 2, 0, 0,  0, 0, 0, 1,  0, 0, 1, 0
zlib, 6, 200, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 1, 0
zlib, 6, 400, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 800, 7,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 1600, 2,  1, 1, 6, 0, 5,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 3200, 0,  1, 1, 3, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 6400, 1,  1, 1, 2, 0, 7,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 12800, 343,  73, 810, 1151, 235, 44,  14, 5, 3, 5,  31, 8, 5, 4
zlib, 6, 25600, 157,  85, 922, 2450, 446, 20,  5, 3, 7, 5,  33, 3, 6, 11
zlib, 6, 51200, 63,  85, 488, 3194, 721, 7,  2, 0, 0, 1,  16, 2, 5, 4
zlib, 6, 102400, 36,  84, 420, 579, 478, 6,  0, 2, 0, 0,  9, 3, 3, 1
zlib, 6, 204800, 87,  91, 265, 1847, 9, 6,  0, 1, 0, 0,  7, 3, 3, 1
zlib, 6, 409600, 33,  94, 181, 265, 23, 17,  0, 0, 0, 0,  3, 1, 4, 2
zlib, 6, 819200, 50,  104, 203, 158, 26, 3,  0, 0, 0, 0,  6, 0, 2, 0
zlib, 6, 1638400, 31,  111, 195, 202, 37, 2,  0, 0, 0, 0,  7, 1, 0, 0
zlib, 6, 3276800, 26,  117, 216, 7, 7, 5,  0, 0, 0, 0,  1, 1, 0, 0
zlib, 6, 6553600, 12,  120, 240, 16, 5, 12,  0, 0, 0, 0,  3, 0, 1, 0
zlib, 6, 13107200, 13,  126, 294, 14, 3, 9,  0, 0, 0, 0,  0, 1, 6, 0
zlib, 6, 26214400, 23,  134, 351, 24, 1, 4,  0, 0, 0, 0,  0, 1, 1, 1
zlib, 6, 52428800, 19,  139, 455, 404, 16, 3,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 104857600, 59,  146, 587, 55, 6, 13,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 209715200, 2,  150, 720, 43, 10, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 419430400, 1,  154, 744, 20, 9, 1,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 6, 838860800, 23,  177, 1344, 52, 6, 0,  0, 0, 0, 0,  1, 0, 0, 0
zlib, 6, 1677721600, 1,  181, 1291, 7, 23, 2,  0, 0, 0, 0,  0, 2, 0, 0
zlib, 7, 100, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  1, 0, 0, 0
zlib, 7, 200, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 1, 0, 0
zlib, 7, 400, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 7, 800, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 7, 1600, 7,  1, 1, 1, 0, 10,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 7, 3200, 0,  1, 2, 5, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 7, 6400, 1,  1, 1, 3, 0, 6,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 7, 12800, 998,  62, 950, 512000, 1095, 41,  17, 19, 5, 11,  47, 9, 14, 9
zlib, 7, 25600, 141,  91, 1086, 12298, 432, 13,  3, 7, 8, 3,  29, 6, 4, 5
zlib, 7, 51200, 171,  87, 487, 2881, 934, 15,  8, 1, 0, 3,  33, 3, 3, 2
zlib, 7, 102400, 111,  88, 334, 1022, 276, 10,  1, 0, 2, 0,  13, 13, 7, 3
zlib, 7, 204800, 36,  93, 225, 558, 406, 14,  0, 0, 0, 0,  14, 4, 1, 4
zlib, 7, 409600, 64,  103, 155, 6987, 170, 5,  0, 0, 0, 0,  25, 6, 1, 2
zlib, 7, 819200, 34,  110, 161, 53, 35, 4,  0, 0, 0, 0,  10, 1, 4, 2
zlib, 7, 1638400, 21,  113, 182, 244, 14, 10,  0, 0, 0, 0,  3, 2, 8, 0
zlib, 7, 3276800, 21,  119, 219, 105, 13, 3,  0, 0, 0, 0,  4, 1, 1, 1
zlib, 7, 6553600, 13,  123, 262, 22, 4, 7,  0, 0, 0, 0,  0, 0, 3, 0
zlib, 7, 13107200, 93,  140, 287, 998, 17, 2,  0, 0, 0, 0,  4, 0, 0, 0
zlib, 7, 26214400, 13,  139, 371, 1006, 15, 9,  0, 0, 0, 0,  3, 0, 0, 0
zlib, 7, 52428800, 38,  162, 649, 794, 109, 3,  0, 0, 0, 0,  1, 0, 0, 0
zlib, 7, 104857600, 11,  156, 983, 7, 8, 1,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 7, 209715200, 14,  179, 452, 46, 38, 1,  0, 0, 0, 0,  1, 0, 0, 1
zlib, 7, 419430400, 20,  182, 630, 90, 3, 1,  0, 0, 0, 0,  0, 1, 0, 0
zlib, 7, 838860800, 6,  186, 678, 5, 8, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 7, 1677721600, 2,  190, 693, 65, 4, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 8, 100, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 1
zlib, 8, 200, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 8, 400, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 8, 800, 0,  1, 2, 4, 0, 0,  0, 0, 0, 0,  2, 0, 0, 0
zlib, 8, 1600, 0,  4, 9, 23, 0, 0,  0, 0, 0, 0,  0, 0, 1, 0
zlib, 8, 3200, 288,  21, 99, 492, 114, 25,  7, 4, 3, 6,  22, 8, 4, 1
zlib, 8, 6400, 80,  61, 829, 25600, 311, 29,  12, 4, 6, 4,  29, 7, 9, 3
zlib, 8, 12800, 52,  86, 901, 9002, 412, 16,  19, 6, 9, 3,  32, 9, 12, 5
zlib, 8, 25600, 192,  74, 828, 1481, 37, 25,  2, 1, 0, 10,  21, 10, 1, 0
zlib, 8, 51200, 151,  109, 684, 12492, 4389, 18,  25, 1, 1, 2,  42, 3, 4, 4
zlib, 8, 102400, 63,  93, 522, 30153, 4137, 23,  1, 0, 1, 0,  15, 7, 28, 4
zlib, 8, 204800, 39,  94, 236, 511, 30, 6,  0, 0, 0, 0,  4, 17, 4, 1
zlib, 8, 409600, 52,  102, 198, 1455, 15, 6,  0, 1, 0, 0,  7, 21, 0, 4
zlib, 8, 819200, 54,  110, 204, 153, 26, 7,  0, 0, 0, 1,  6, 3, 1, 2
zlib, 8, 1638400, 92,  119, 210, 1273, 56, 2,  0, 0, 0, 0,  8, 1, 1, 3
zlib, 8, 3276800, 56,  122, 248, 113, 113, 6,  0, 0, 0, 0,  4, 2, 2, 1
zlib, 8, 6553600, 29,  128, 293, 32, 6, 4,  0, 0, 0, 0,  4, 5, 0, 0
zlib, 8, 13107200, 23,  139, 327, 49, 49, 7,  0, 0, 0, 0,  7, 1, 1, 1
zlib, 8, 26214400, 39,  140, 408, 22, 3, 17,  0, 0, 0, 0,  2, 0, 1, 0
zlib, 8, 52428800, 201,  156, 324, 580, 193, 4,  0, 0, 0, 0,  2, 1, 2, 12
zlib, 8, 104857600, 17,  157, 512, 15, 8, 6,  0, 0, 0, 0,  0, 0, 1, 0
zlib, 8, 209715200, 17,  164, 655, 28, 33, 0,  0, 0, 0, 0,  5, 1, 0, 0
zlib, 8, 419430400, 7,  170, 673, 45, 7, 0,  0, 0, 0, 0,  2, 0, 0, 0
zlib, 8, 838860800, 11,  192, 1056, 19, 14, 0,  0, 0, 0, 0,  6, 0, 0, 0
zlib, 9, 100, 0,  2, 2, 11, 0, 0,  1, 0, 0, 0,  1, 0, 0, 14
zlib, 9, 200, 0,  1, 1, 2, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 9, 400, 7,  1, 1, 1, 0, 24,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 9, 800, 4,  1, 1, 1, 0, 3,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 9, 1600, 2,  1, 1, 1, 0, 3,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 9, 3200, 359,  17, 126, 3118, 400, 35,  7, 4, 5, 0,  19, 3, 5, 5
zlib, 9, 6400, 79,  62, 934, 1829, 562, 8,  10, 12, 9, 7,  26, 24, 8, 10
zlib, 9, 12800, 48,  55, 814, 954, 54, 52,  5, 8, 3, 2,  42, 8, 7, 8
zlib, 9, 25600, 435,  71, 981, 3981, 456, 13,  2, 10, 5, 5,  38, 8, 7, 4
zlib, 9, 51200, 203,  78, 601, 3016, 604, 8,  5, 7, 0, 1,  35, 3, 3, 11
zlib, 9, 102400, 167,  88, 471, 2923, 155, 10,  0, 0, 0, 7,  16, 8, 4, 6
zlib, 9, 204800, 39,  90, 325, 741, 42, 7,  0, 0, 0, 0,  5, 8, 0, 0
zlib, 9, 409600, 77,  99, 274, 2558, 40, 4,  0, 0, 0, 0,  14, 12, 6, 1
zlib, 9, 819200, 41,  102, 185, 105, 2, 8,  0, 0, 0, 0,  0, 0, 1, 0
zlib, 9, 1638400, 31,  115, 204, 203, 10, 6,  0, 0, 0, 0,  5, 2, 0, 0
zlib, 9, 3276800, 58,  118, 246, 10, 4, 5,  0, 0, 0, 0,  4, 0, 3, 0
zlib, 9, 6553600, 14,  126, 252, 109, 4, 3,  0, 0, 0, 0,  6, 0, 1, 0
zlib, 9, 13107200, 43,  128, 299, 488, 2, 12,  0, 0, 0, 0,  1, 1, 0, 8
zlib, 9, 26214400, 34,  131, 423, 9, 1, 6,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 9, 52428800, 13,  141, 386, 441, 1114, 7,  0, 0, 0, 0,  4, 2, 0, 0
zlib, 9, 104857600, 36,  144, 576, 881, 3, 1,  0, 0, 0, 0,  2, 0, 0, 0
zlib, 9, 209715200, 24,  149, 707, 8, 8, 4,  0, 0, 0, 0,  1, 0, 0, 0
zlib, 9, 419430400, 31,  172, 516, 15, 15, 2,  0, 0, 0, 0,  0, 0, 0, 3
zlib, 9, 838860800, 10,  176, 689, 16, 13, 0,  0, 0, 0, 0,  1, 1, 1, 0
zlib, 9, 1677721600, 0,  176, 968, 239, 3, 0,  0, 0, 0, 0,  2, 1, 0, 0
zlib, 10, 100, 0,  2, 2, 37, 0, 0,  0, 1, 0, 0,  0, 1, 0, 0
zlib, 10, 200, 1,  1, 1, 36, 0, 10,  0, 0, 0, 0,  0, 0, 0, 1
zlib, 10, 400, 2,  1, 1, 35, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 10, 800, 11,  1, 1, 35, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 10, 1600, 0,  1, 1, 5, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 10, 3200, 1,  1, 2, 3, 0, 10,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 10, 6400, 228,  53, 898, 17664, 131, 27,  7, 10, 3, 3,  44, 5, 13, 4
zlib, 10, 12800, 98,  55, 574, 187733, 155, 51,  2, 2, 7, 4,  21, 9, 8, 8
zlib, 10, 25600, 869,  63, 543, 28248, 613, 27,  6, 13, 6, 0,  25, 22, 6, 6
zlib, 10, 51200, 136,  95, 519, 1586, 192, 9,  7, 1, 0, 1,  41, 15, 3, 5
zlib, 10, 102400, 105,  90, 330, 772, 110, 17,  0, 1, 2, 0,  10, 2, 0, 1
zlib, 10, 204800, 101,  92, 227, 844, 71, 6,  2, 0, 0, 0,  7, 8, 3, 3
zlib, 10, 409600, 52,  100, 196, 107, 66, 6,  0, 0, 0, 0,  4, 5, 1, 0
zlib, 10, 819200, 34,  110, 179, 3678, 409, 9,  0, 0, 2, 0,  7, 2, 5, 3
zlib, 10, 1638400, 10,  114, 188, 44, 44, 5,  0, 0, 0, 0,  5, 1, 20, 1
zlib, 10, 3276800, 12,  126, 227, 9, 4, 17,  0, 0, 0, 0,  2, 0, 1, 0
zlib, 10, 6553600, 17,  131, 251, 17, 2, 5,  0, 0, 0, 0,  1, 1, 1, 3
zlib, 10, 13107200, 27,  136, 291, 15, 8, 4,  0, 0, 0, 0,  1, 0, 0, 1
zlib, 10, 26214400, 17,  140, 387, 8, 5, 4,  0, 0, 0, 0,  0, 5, 0, 0
zlib, 10, 52428800, 44,  159, 298, 21, 22, 7,  0, 0, 0, 0,  1, 0, 2, 1
zlib, 10, 104857600, 44,  159, 383, 30, 4, 22,  0, 0, 0, 0,  0, 0, 0, 1
zlib, 10, 209715200, 90,  180, 750, 28, 75, 15,  0, 0, 0, 0,  1, 0, 2, 0
zlib, 10, 419430400, 95,  196, 508, 55, 55, 5,  0, 0, 0, 0,  1, 6, 0, 0
zlib, 10, 838860800, 9,  196, 476, 30, 2, 0,  0, 0, 0, 0,  1, 0, 0, 0
zlib, 11, 100, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 1
zlib, 11, 200, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 11, 400, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 11, 800, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 11, 1600, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 11, 3200, 3,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 11, 6400, 3,  2, 2, 7, 0, 5,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 11, 12800, 2,  1, 1, 3, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 11, 25600, 264,  82, 892, 43615, 109, 9,  3, 9, 3, 0,  41, 4, 3, 10
zlib, 11, 51200, 203,  88, 551, 15728, 13553, 17,  17, 4, 10, 6,  52, 16, 4, 11
zlib, 11, 102400, 221,  87, 371, 1461, 99, 10,  0, 0, 0, 0,  12, 3, 7, 4
zlib, 11, 204800, 75,  94, 214, 7913, 260, 1,  1, 0, 0, 2,  16, 5, 4, 3
zlib, 11, 409600, 14,  102, 193, 929, 382, 11,  0, 0, 0, 0,  12, 3, 3, 2
zlib, 11, 819200, 142,  104, 192, 350, 6, 8,  0, 0, 1, 0,  14, 0, 1, 1
zlib, 11, 1638400, 13,  107, 249, 698, 37, 10,  0, 0, 1, 0,  6, 2, 0, 2
zlib, 11, 3276800, 80,  115, 266, 147, 48, 1,  0, 0, 0, 0,  2, 0, 0, 2
zlib, 11, 6553600, 20,  126, 324, 6740, 320, 5,  0, 0, 0, 0,  1, 2, 2, 1
zlib, 11, 13107200, 16,  127, 400, 14, 4, 4,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 11, 26214400, 12,  130, 578, 11, 3, 1,  0, 0, 0, 0,  1, 0, 0, 0
zlib, 11, 52428800, 430,  133, 716, 17, 2, 0,  0, 0, 0, 0,  2, 1, 0, 0
zlib, 11, 104857600, 10,  136, 770, 47, 2, 4,  0, 0, 0, 0,  2, 0, 0, 0
zlib, 11, 209715200, 12,  138, 721, 74, 3, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 11, 419430400, 94,  166, 549, 128, 14, 4,  0, 0, 0, 0,  1, 0, 0, 1
zlib, 11, 838860800, 36,  167, 522, 13, 4, 0,  0, 0, 0, 0,  1, 0, 0, 1
zlib, 12, 100, 0,  2, 2, 1, 0, 0,  0, 0, 0, 0,  0, 0, 1, 0
zlib, 12, 200, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 12, 400, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 12, 800, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 12, 1600, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 12, 3200, 0,  2, 2, 105, 0, 0,  0, 0, 0, 0,  2, 0, 0, 0
zlib, 12, 6400, 2,  1, 1, 4, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 12, 12800, 222,  79, 859, 1153, 219, 31,  8, 17, 5, 11,  57, 6, 9, 5
zlib, 12, 25600, 94,  87, 1002, 4221, 204, 4,  2, 2, 4, 1,  19, 10, 9, 11
zlib, 12, 51200, 66,  93, 650, 28376, 107, 5,  7, 1, 0, 0,  21, 14, 2, 7
zlib, 12, 102400, 157,  91, 379, 2327, 41, 42,  3, 0, 0, 0,  17, 2, 4, 8
zlib, 12, 204800, 124,  93, 363, 1135, 17, 9,  0, 0, 0, 0,  12, 4, 2, 1
zlib, 12, 409600, 29,  96, 169, 1503, 26, 14,  2, 0, 0, 0,  39, 6, 0, 0
zlib, 12, 819200, 32,  102, 177, 146, 14, 10,  0, 0, 0, 0,  8, 0, 0, 0
zlib, 12, 1638400, 34,  104, 223, 9, 3, 17,  0, 0, 0, 0,  2, 0, 1, 1
zlib, 12, 3276800, 72,  123, 200, 298, 22, 10,  0, 0, 0, 0,  0, 1, 3, 0
zlib, 12, 6553600, 129,  130, 223, 101, 6, 8,  0, 0, 0, 0,  6, 6, 3, 1
zlib, 12, 13107200, 13,  132, 307, 55, 2, 8,  0, 0, 0, 0,  3, 0, 1, 4
zlib, 12, 26214400, 57,  143, 334, 895, 8, 4,  0, 0, 0, 0,  6, 0, 0, 0
zlib, 12, 52428800, 10,  147, 550, 14, 17, 3,  0, 0, 0, 0,  0, 0, 1, 0
zlib, 12, 104857600, 21,  147, 627, 5, 6, 5,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 12, 209715200, 2,  150, 630, 5, 5, 2,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 12, 419430400, 19,  157, 578, 175, 8, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 12, 838860800, 155,  205, 704, 1422, 76, 0,  0, 0, 0, 0,  0, 0, 28, 2
zlib, 12, 1677721600, 0,  193, 1238, 4, 4, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 13, 100, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 1, 0, 0
zlib, 13, 200, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 13, 400, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 13, 800, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 13, 1600, 1,  2, 2, 23, 0, 10,  0, 0, 0, 0,  0, 0, 0, 2
zlib, 13, 3200, 0,  1, 2, 4, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 13, 6400, 2,  1, 2, 3, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 13, 12800, 3,  1, 1, 2, 0, 5,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 13, 25600, 469,  82, 1113, 15644, 27022, 38,  10, 5, 3, 2,  25, 5, 1, 2
zlib, 13, 51200, 54,  99, 609, 915, 148, 15,  1, 0, 0, 0,  19, 4, 8, 6
zlib, 13, 102400, 55,  85, 320, 531, 33, 36,  0, 0, 0, 0,  17, 2, 16, 4
zlib, 13, 204800, 61,  88, 249, 5421, 732, 36,  3, 0, 2, 0,  16, 6, 1, 3
zlib, 13, 409600, 48,  92, 193, 70, 27, 14,  0, 0, 0, 0,  9, 2, 0, 5
zlib, 13, 819200, 32,  98, 188, 26, 5, 5,  0, 0, 0, 0,  2, 0, 1, 1
zlib, 13, 1638400, 47,  106, 178, 3609, 7, 8,  0, 0, 0, 0,  2, 1, 0, 10
zlib, 13, 3276800, 39,  110, 193, 11, 28, 8,  0, 0, 0, 0,  8, 1, 0, 5
zlib, 13, 6553600, 75,  121, 244, 51, 761, 11,  0, 0, 0, 0,  4, 0, 0, 0
zlib, 13, 13107200, 7,  125, 257, 45, 10, 7,  0, 0, 0, 0,  1, 1, 1, 0
zlib, 13, 26214400, 41,  127, 362, 10, 2, 3,  0, 0, 0, 0,  2, 0, 0, 4
zlib, 13, 52428800, 28,  131, 463, 9, 1, 2,  0, 0, 0, 0,  4, 1, 1, 0
zlib, 13, 104857600, 13,  136, 528, 5, 5, 2,  0, 0, 0, 0,  1, 0, 0, 2
zlib, 13, 209715200, 8,  137, 564, 5, 2, 3,  0, 0, 0, 0,  1, 0, 0, 0
zlib, 13, 419430400, 29,  152, 400, 19, 10, 1,  0, 0, 0, 0,  2, 0, 4, 1
zlib, 13, 838860800, 18,  185, 1123, 244, 291, 0,  0, 0, 0, 0,  1, 0, 0, 0
zlib, 14, 100, 0,  1, 1, 14, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 14, 200, 0,  1, 1, 5, 0, 0,  0, 0, 0, 0,  0, 0, 1, 0
zlib, 14, 400, 0,  1, 1, 2, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 14, 800, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 14, 1600, 12,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 14, 3200, 6,  1, 1, 4, 0, 17,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 14, 6400, 3,  1, 1, 3, 0, 1,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 14, 12800, 2,  1, 1, 2, 0, 5,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 14, 25600, 438,  97, 1126, 7159, 1580, 19,  8, 3, 5, 5,  39, 9, 5, 7
zlib, 14, 51200, 218,  103, 656, 19609, 1323, 7,  16, 1, 0, 9,  28, 11, 3, 6
zlib, 14, 102400, 30,  95, 317, 432, 144, 4,  0, 1, 0, 4,  15, 3, 6, 3
zlib, 14, 204800, 34,  91, 241, 13, 11, 8,  0, 0, 0, 1,  3, 3, 3, 3
zlib, 14, 409600, 94,  96, 193, 1354, 96, 34,  0, 0, 0, 0,  11, 3, 2, 3
zlib, 14, 819200, 63,  103, 168, 66, 35, 6,  0, 0, 0, 0,  2, 3, 3, 3
zlib, 14, 1638400, 71,  107, 198, 130, 5, 4,  0, 0, 0, 0,  2, 2, 5, 0
zlib, 14, 3276800, 12,  111, 262, 10, 5, 10,  0, 0, 0, 0,  0, 1, 0, 0
zlib, 14, 6553600, 44,  115, 282, 188, 22, 3,  0, 0, 0, 0,  3, 2, 0, 0
zlib, 14, 13107200, 33,  119, 361, 34, 34, 10,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 14, 26214400, 9,  125, 404, 70, 70, 6,  0, 0, 0, 0,  2, 2, 0, 0
zlib, 14, 52428800, 146,  140, 393, 2325, 2, 3,  0, 0, 0, 0,  3, 0, 0, 0
zlib, 14, 104857600, 105,  178, 639, 1262, 12, 10,  0, 0, 0, 0,  14, 1, 0, 0
zlib, 14, 209715200, 41,  178, 368, 1141, 74, 1,  0, 0, 0, 0,  0, 0, 1, 0
zlib, 14, 419430400, 40,  183, 407, 189, 19, 2,  0, 0, 0, 0,  4, 11, 0, 0
zlib, 14, 838860800, 5,  184, 369, 5, 2, 0,  0, 0, 0, 0,  0, 0, 0, 1
zlib, 15, 100, 0,  2, 8, 2, 0, 0,  0, 0, 0, 0,  0, 0, 0, 1
zlib, 15, 200, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 15, 400, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 15, 800, 0,  1, 1, 5, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 15, 1600, 0,  1, 1, 3, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
zlib, 15, 3200, 29,  4, 4, 10, 0, 1,  0, 0, 0, 0,  0, 0, 0, 1
zlib, 15, 6400, 356,  58, 712, 2007, 415, 27,  15, 9, 15, 21,  40, 12, 17, 17
zlib, 15, 12800, 97,  87, 1352, 7400, 637, 21,  6, 28, 9, 13,  49, 13, 11, 10
zlib, 15, 25600, 54,  76, 874, 744, 47, 18,  1, 1, 0, 1,  10, 5, 9, 2
zlib, 15, 51200, 131,  77, 501, 1172, 96, 14,  1, 1, 3, 1,  17, 7, 2, 0
zlib, 15, 102400, 49,  85, 490, 22646, 2708, 2,  2, 2, 0, 0,  22, 1, 4, 4
zlib, 15, 204800, 128,  92, 188, 374, 129, 2,  0, 0, 0, 0,  4, 3, 2, 3
zlib, 15, 409600, 7,  93, 203, 159, 2, 9,  0, 0, 0, 0,  3, 1, 0, 1
zlib, 15, 819200, 16,  99, 266, 62, 111, 3,  0, 0, 0, 0,  4, 3, 3, 0
zlib, 15, 1638400, 26,  102, 316, 1192, 41, 2,  0, 0, 0, 0,  6, 2, 2, 0
zlib, 15, 3276800, 73,  112, 236, 5130, 22, 11,  0, 0, 1, 1,  8, 1, 0, 1
zlib, 15, 6553600, 547,  127, 287, 8577, 8577, 10,  0, 0, 0, 0,  20, 1, 0, 0
zlib, 15, 13107200, 219,  134, 225, 833, 48, 4,  0, 0, 0, 0,  7, 3, 1, 1
zlib, 15, 26214400, 32,  145, 329, 15, 9, 3,  0, 0, 0, 0,  2, 1, 0, 0
zlib, 15, 52428800, 23,  150, 412, 134, 5, 2,  0, 0, 0, 0,  3, 0, 1, 3
zlib, 15, 104857600, 4,  154, 595, 8, 2, 1,  0, 0, 0, 0,  1, 1, 0, 0
zlib, 15, 209715200, 9,  157, 744, 6, 1, 10,  0, 0, 0, 0,  0, 0, 1, 0
zlib, 15, 419430400, 50,  167, 623, 49, 7, 8,  0, 0, 0, 0,  1, 1, 2, 1
zlib, 15, 838860800, 69,  179, 947, 27, 12, 2,  0, 0, 0, 0,  4, 1, 2, 0
zlib, 16, 100, 0,  2, 2, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
